date,max_temperature,avg_hourly_temperature,avg_temperature,min_temperature,max_humidex,min_windchill,max_relative_humidity,avg_hourly_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_hourly_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_hourly_wind_speed,avg_wind_speed,min_wind_speed,max_wind_gust,wind_gust_dir_10s,max_pressure_sea,avg_hourly_pressure_sea,avg_pressure_sea,min_pressure_sea,max_pressure_station,avg_hourly_pressure_station,avg_pressure_station,min_pressure_station,max_visibility,avg_hourly_visibility,avg_visibility,min_visibility,max_health_index,avg_hourly_health_index,avg_health_index,min_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_7,growdegdays_10,precipitation,rain,snow,snow_on_ground,sunrise_hhmm,sunrise_unixtime,sunrise_f,sunset_hhmm,sunset_unixtime,sunset_f,daylight,min_uv_forecast,max_uv_forecast,min_high_temperature_forecast,max_high_temperature_forecast,min_low_temperature_forecast,max_low_temperature_forecast,solar_radiation,max_cloud_cover_4,avg_hourly_cloud_cover_4,avg_cloud_cover_4,min_cloud_cover_4,max_cloud_cover_8,avg_hourly_cloud_cover_8,avg_cloud_cover_8,min_cloud_cover_8,max_cloud_cover_10,avg_hourly_cloud_cover_10,avg_cloud_cover_10,min_cloud_cover_10
2022-04-11,1.9,0.23,0.29,-1.3,,-7,100,96.7,96,92,1.1,-0.3,-0.1,-1.3,43,24.96,25,7,84,32,98.85,98.35,98.47,98.08,97.15,96.65,96.77,96.39,24100,8875,12250,400,2.1,1.9,1.8,1.5,17.7,0,0,0,0,4.2,2.8,1.4,1,06:20:00,1649667000,6.33,19:44:00,1649715240,19.73,13.4,1,2,2,3,0,0,,,,,,8,7.9,7,6,,,,
2022-04-10,7.3,2.56,3.05,-1.2,,-7,100,96.7,93.5,87,6.3,2.1,2.7,-0.9,35,20,19.5,4,45,28,100.58,99.86,99.72,98.85,98.85,98.15,98,97.15,24100,8941.7,12250,400,2.1,1.8,1.8,1.5,14.9,0,0,0,0,9.2,9.2,0,,06:22:00,1649580720,6.37,19:42:00,1649628720,19.7,13.33,2,3,8,8,0,0,,,,,,8,7.2,5,2,,,,
2022-04-09,2.3,-1.03,-0.45,-3.2,,-8,99,89.9,88.5,78,-0.2,-2.5,-2.2,-4.2,47,23.83,24.5,2,59,18,102.59,101.91,101.68,100.77,100.82,100.15,99.92,99.03,24100,17408.3,12450,800,2.3,2.1,2.1,1.9,18.4,0,0,0,0,19.4,19.4,0,0,06:24:00,1649494440,6.4,19:41:00,1649542260,19.68,13.28,3,4,4,4,0,0,,,,,,8,7.9,7.5,7,,,,
2022-04-08,3.9,0.4,0.44,-3,,-7,99,90.4,89.5,80,0.7,-1,-1.4,-3.6,27,19.79,19.5,12,42,2,102.63,102.35,102.23,101.83,100.86,100.58,100.47,100.08,24100,19245.8,12450,800,3,2.5,2.5,2.1,17.6,0,0,0,0,0.2,0,0.2,0,06:26:00,1649408160,6.43,19:39:00,1649455740,19.65,13.22,3,4,1,1,-2,-2,,,,,,8,7.6,6,4,,,,
2022-04-07,1.9,0.45,0.7,-0.5,,-7,99,97.2,96.5,94,1.4,0.1,0.4,-0.7,38,28.12,28.5,19,53,2,101.8,101.03,101.11,100.41,100.05,99.29,99.37,98.68,24100,9329.2,12350,600,3.1,2.3,2.5,2,17.3,0,0,0,0,2.8,2.8,0,0,06:28:00,1649321880,6.47,19:38:00,1649369280,19.63,13.17,1,1,2,2,0,0,,,,,,8,6.2,4.5,1,,,,
2022-04-06,2.5,0.72,0.9,-0.7,,-9,97,92.1,91.5,86,1.2,-0.4,-0.2,-1.7,50,40.04,41,32,69,30,100.42,99.93,100.05,99.68,98.69,98.21,98.33,97.96,24100,17816.7,12850,1600,2.1,1.7,1.8,1.4,17.1,0,0,0,0,9.4,4.6,5.6,6,06:30:00,1649235600,6.5,19:36:00,1649282760,19.6,13.1,2,2,2,2,0,0,,,,,,8,7.3,4.5,1,,,,
2022-04-05,5.2,1.79,2.25,-0.7,,-7,99,94.7,92,85,3.2,1,0.6,-1.9,42,23.38,22.5,3,58,30,99.65,99.02,99.19,98.74,97.94,97.32,97.49,97.04,24100,14391.7,12350,600,3.1,2.4,2.4,1.6,15.8,0,0,0,0,4,1.6,2.6,2,06:32:00,1649149320,6.53,19:35:00,1649196300,19.58,13.05,3,3,5,5,-1,-1,,,,,,8,6.2,4.5,1,,,,
2022-04-04,9.8,2.73,4.2,-1.4,,-7,99,78.1,74.5,50,1.9,-1.1,-0.4,-2.7,40,23.88,22.5,5,63,12,100.97,100.57,100.12,99.28,99.24,98.84,98.41,97.58,24100,19712.5,12450,800,2.3,2.1,2.1,2,13.8,0,0,0,0,29.6,29.6,0,0,06:34:00,1649063040,6.57,19:34:00,1649109840,19.57,13,4,4,8,8,1,1,,,,,,8,5.2,4.5,1,,,,
2022-04-03,5.2,1.55,2.35,-0.5,,-7,94,86.4,82,70,1.1,-0.5,-0.2,-1.6,58,38.67,42,26,79,28,100.43,99.4,99.71,98.99,98.7,97.69,97.99,97.29,24100,22362.5,14450,4800,2,1.8,1.7,1.4,15.7,0,0,0,0,0.6,0,1.2,1,06:36:00,1648976760,6.6,19:32:00,1649023320,19.53,12.93,3,3,5,5,0,0,,,,,,8,6,4.5,1,,,,
2022-04-02,9.6,3.2,4.89,0.2,,-8,100,94.8,92.5,85,8.7,2.4,3.8,-1.1,49,28.25,26,3,64,24,100.05,99.18,99.39,98.74,98.33,97.48,97.69,97.05,24100,14012.5,12250,400,2.3,2,2,1.7,13.1,0,0,0,0,5.4,5.2,0.2,0,06:38:00,1648890480,6.63,19:31:00,1648936860,19.52,12.88,2,2,8,8,0,0,,,,,,8,7.8,7,6,,,,
2022-04-01,4.4,0.37,1.15,-2.1,,-9,97,84.6,81.5,66,-0.3,-2,-2,-3.7,56,25.21,32.5,9,74,17,101.12,100.79,100.64,100.17,99.38,99.06,98.91,98.45,24100,24100,24100,24100,2.1,1.8,1.9,1.7,16.9,0,0,0,0,5.4,5.4,0,1,06:40:00,1648804200,6.67,19:29:00,1648850340,19.48,12.82,4,4,2,2,-1,-1,,,,,,8,7.4,6.5,5,,,,
2022-03-31,5.1,1.54,1.94,-1.2,,-8,97,79.2,80,63,-0.3,-1.8,-1.9,-3.6,37,28.54,27.5,18,63,32,100.53,100.06,100.11,99.69,98.8,98.34,98.39,97.97,24100,22695.8,14450,4800,2.1,1.9,1.8,1.5,16.1,0,0,0,0,0.4,0,0.4,9,06:42:00,1648717920,6.7,19:28:00,1648763880,19.47,12.77,3,4,4,5,-2,-2,,,,,,8,6.6,6.5,5,,,,
2022-03-30,1.2,-0.56,-0.4,-2,,-10,95,84.6,85.5,76,-0.8,-2.9,-2.5,-4.1,49,35.42,35.5,22,71,27,99.8,99.63,99.55,99.3,98.29,97.92,97.94,97.59,24100,22287,13650,3200,2.1,1.5,1.6,1.2,18.4,0,0,0,0,0,0,0.2,11,06:44:00,1648631640,6.73,19:27:00,1648677420,19.45,12.72,2,3,1,1,0,0,,,,,,8,6.5,5,2,,,,
2022-03-29,5.2,1.35,1.85,-1.5,,-6,99,91.4,82.5,66,2.1,0,0.4,-1.4,28,17.25,18.5,9,74,25,100.57,100.12,99.92,99.28,98.84,98.41,98.2,97.57,24100,13266.7,12450,800,2.7,2.3,2.5,2.2,16.1,0,0,0,0,11.6,0.8,11.8,0,06:46:00,1648545360,6.77,19:25:00,1648590900,19.42,12.65,1,3,5,6,-2,-2,,,,,,8,5.2,4.5,1,,,,
2022-03-28,9.8,4.12,5.1,0.4,,,99,85,79.5,60,3.5,1.6,1.1,-1.2,41,22.75,23.5,6,59,28,100.64,100.38,100.31,99.97,98.92,98.66,98.59,98.26,24100,20129.2,12550,1000,2.6,2.3,2.3,2,12.9,0,0.1,0,0,0.8,0.8,0,0,06:48:00,1648459080,6.8,19:24:00,1648504440,19.4,12.6,4,4,9,9,0,0,,,,,,8,6.3,4.5,1,,,,
2022-03-27,7,2.45,3,-1,,-7,96,88.2,83,70,2.6,0.6,0.6,-1.5,35,23.33,21.5,8,56,16,100.85,100.59,100.46,100.07,99.12,98.86,98.73,98.34,24100,23900,21700,19300,2.5,2.1,2.1,1.8,15,0,0,0,0,4,4,0,2,06:50:00,1648372800,6.83,19:22:00,1648417920,19.37,12.53,3,3,7,7,2,2,,,,,,8,5.5,4,0,,,,
2022-03-26,2.6,-0.65,-0.05,-2.7,,-10,99,97.7,95.5,92,1.6,-1,-1.1,-3.8,45,25.92,27,9,64,15,101.2,99.91,100.15,99.11,99.45,98.22,98.42,97.4,24100,9808.3,12250,400,2.7,2.4,2.5,2.2,18.1,0,0,0,0,13.2,8.2,2.4,5,06:52:00,1648286520,6.87,19:21:00,1648331460,19.35,12.48,1,1,5,5,-1,-1,,,,,,8,7.1,5.5,3,,,,
2022-03-25,0.9,-2.53,-2.09,-5.1,,-13,89,74.8,71.5,54,-4.1,-6.5,-6.1,-8.1,38,20.67,20.5,3,45,35,101.89,101.71,101.62,101.36,100.12,99.95,99.87,99.61,24100,24100,24100,24100,3.2,2.4,2.6,2.1,20.1,0,0,0,0,0,0,0,4,06:54:00,1648200240,6.9,19:19:00,1648244940,19.32,12.42,4,4,2,2,-4,-4,,,,,,8,6.1,5.5,3,,,,
2022-03-24,0,-1.8,-2.29,-4.6,,-12,94,82.1,82,70,-1.8,-4.5,-5,-8.1,48,37.75,37.5,27,73,35,101.89,101.29,101.23,100.57,100.13,99.53,99.48,98.83,24100,21625,13650,3200,2.6,2.2,2.3,2,20.3,0,0,0,0,0,0,0,5,06:56:00,1648113960,6.93,19:18:00,1648158480,19.3,12.37,1,1,1,1,-4,-4,,,,,,8,7.5,5.5,3,,,,
2022-03-23,0.3,-1.69,-1.55,-3.4,,-9,90,82.7,83,76,-3.4,-4.3,-4.5,-5.7,25,15.79,15.5,6,46,35,100.51,99.94,100.06,99.61,98.77,98.21,98.33,97.89,24100,22633.3,16900,9700,2.2,2,2,1.9,19.6,0,0,0,0,1,0,1.2,4,06:58:00,1648027680,6.97,19:17:00,1648072020,19.28,12.32,2,2,1,1,-2,-2,,,,,,8,6.9,5.5,3,,,,
2022-03-22,2.5,-0.08,0,-2.5,,-9,96,80.7,79.5,63,1,-3.1,-2.4,-5.7,52,36.96,36,20,77,25,99.64,99.17,99.17,98.7,97.92,97.46,97.46,97,24100,19695.8,15250,6400,2.3,2.1,2.1,1.9,18,0,0,0,0,1.8,0,2.6,3,07:00:00,1647941400,7,19:15:00,1647985500,19.25,12.25,1,2,1,1,-3,-3,,,,,,8,6.7,6,4,,,,
2022-03-21,3,-0.08,0.9,-1.2,,-11,99,98.7,97.5,96,1.8,-0.2,-0.2,-2.3,49,30.33,25.5,2,77,26,101.09,99.69,99.79,98.5,99.34,97.96,98.07,96.8,24100,5350,12150,200,2.6,2.4,2.4,2.1,17.1,0,0,0,0,14.2,14.2,0,3,07:02:00,1647855120,7.03,19:14:00,1647899040,19.23,12.2,1,1,4,6,-1,-1,,,,,,8,5,4.5,1,,,,
2022-03-20,-0.6,-4.17,-4.2,-7.8,,-13,97,76.9,70.5,44,-3,-7.9,-7.3,-11.7,47,19.17,24.5,2,65,16,102.76,102.31,102,101.23,100.97,100.53,100.23,99.48,24100,17670.8,12450,800,2.6,2.4,2.4,2.2,22.2,0,0,0,0,9.3,0,9.8,8,07:04:00,1647768840,7.07,19:12:00,1647812520,19.2,12.13,2,3,0,0,-3,-3,,,,,,8,4.6,4,0,,,,
2022-03-19,1,-0.93,-2.95,-6.9,,-10,99,78.2,75.5,52,3.3,-4.5,-3,-9.3,40,27.92,24,8,64,34,102.62,101.55,101.53,100.44,100.84,99.8,99.78,98.72,24100,20158.3,12350,600,2.5,2.2,2.1,1.8,20.9,0,0,0,0,0,0,0,0,07:06:00,1647682560,7.1,19:11:00,1647726060,19.18,12.08,3,3,2,2,-9,-9,,,,,,8,4.4,4,0,,,,
2022-03-18,8,4.21,4.3,0.6,,-6,99,93.2,93,87,5.8,3.2,2.2,-1.4,49,29.25,31.5,14,72,25,102.08,101.15,101.28,100.48,100.32,99.42,99.54,98.76,24100,18587.5,13650,3200,2.4,2.2,2.2,2.1,13.7,0,0,0,0,4.2,4.2,0,0,07:08:00,1647596280,7.13,19:09:00,1647639540,19.15,12.02,1,1,6,6,-2,-2,,,,,,8,8,8,8,,,,
2022-03-17,3.2,-2.88,-2.99,-9.2,,-15,86,74.8,68.5,51,-2.2,-6.9,-6.6,-11,25,16.04,16.5,8,42,28,102.46,102.29,102.32,102.18,100.67,100.52,100.53,100.4,24100,23062.5,14050,4000,2.7,2.4,2.5,2.2,21,0,0,0,0,0.8,0,1,0,07:10:00,1647510000,7.17,19:08:00,1647553080,19.13,11.97,1,3,3,3,-1,-1,,,,,,8,5.2,4.5,1,,,,
2022-03-16,-2.2,-5.75,-5.69,-9.2,,-17,76,57.9,56.5,37,-10.6,-13,-13.2,-15.8,49,22.46,30,11,52,32,102.44,102.23,102.09,101.73,100.66,100.45,100.32,99.97,24100,24100,24100,24100,2.6,2.4,2.4,2.2,23.7,0,0,0,0,0,0,0,0,07:12:00,1647423720,7.2,19:07:00,1647466620,19.12,11.92,3,3,-2,-2,-10,-8,,,,,,8,4.2,4,0,,,,
2022-03-15,3.5,-1.21,-1.45,-6.4,,-15,84,72.4,71,58,-1,-5.6,-6.2,-11.3,49,33.71,33,17,74,27,102.41,101.84,101.89,101.38,100.63,100.07,100.13,99.63,24100,23300,16900,9700,2.7,2.6,2.6,2.5,19.4,0,0,0,0,0.2,0,0.2,0,07:14:00,1647337440,7.23,19:05:00,1647380100,19.08,11.85,2,2,3,3,-8,-7,,,,,,8,4.7,4.5,1,,,,
2022-03-14,-2.2,-4.35,-4.2,-6.2,,-16,87,63.5,71,55,-6.6,-10.4,-9.9,-13.3,61,45.83,44,27,82,29,102.33,101.65,101.2,100.07,100.55,99.88,99.44,98.34,24100,21358.3,12850,1600,,,,,22.2,0,0,0,0,0,0,0,0,07:16:00,1647251160,7.27,19:04:00,1647293640,19.07,11.8,1,2,-2,-2,-4,-4,,,,,,8,4.8,5,2,,,,
2022-03-13,12.8,4.06,3.1,-6.6,,-17,98,85.2,75.5,53,11.7,1.7,-1.1,-13.9,83,60.61,66,49,117,27,99.79,98.4,98.7,97.61,98.07,96.72,97.01,95.95,24100,11178.3,12650,1200,2.5,1.9,2,1.5,14.9,0,0,0,0,12,10.6,1.4,0,07:18:00,1647164880,7.3,19:02:00,1647207120,19.03,11.73,1,1,8,8,-7,-7,,,,,,8,7.4,5.5,3,,,,
2022-03-12,9.8,-1.09,1.65,-6.5,,-10,99,76.5,74,49,4.8,-5,-2.6,-10.1,55,29.75,30,5,102,19,102.44,101.71,101.01,99.58,100.67,99.96,99.27,97.87,24100,18883.3,12450,800,2.6,2.3,2.4,2.1,16.4,0,0,0,0,12.2,12.2,0,4,06:20:00,1647078600,6.33,18:01:00,1647120660,18.02,11.68,3,3,1,5,1,6,,,,,,8,5,4,0,,,,
2022-03-11,2.6,-0.73,-0.64,-3.9,,-11,92,69.9,69,46,-2.5,-5.9,-5.7,-8.8,45,33.17,34,23,60,29,102.03,101.65,101.67,101.32,100.27,99.89,99.92,99.57,24100,24100,24100,24100,2.6,2.4,2.5,2.3,18.6,0,0,0,0,0,0,0,6,06:22:00,1646992320,6.37,17:59:00,1647034140,17.98,11.62,3,3,4,4,-5,-5,,,,,,8,3.4,4,0,,,,
2022-03-10,0.8,-3.17,-3.15,-7.1,,-14,84,76.9,76,68,-4.2,-6.7,-6.8,-9.4,42,25.38,25,8,58,26,101.7,101.37,101.35,101,99.94,99.61,99.6,99.25,24100,24100,24100,24100,2.6,2.5,2.5,2.3,21.1,0,0,0,0,0,0,0,9,06:24:00,1646906040,6.4,17:58:00,1646947680,17.97,11.57,2,2,0,0,-3,-3,,,,,,8,4.5,4,0,,,,
2022-03-09,0.5,-2.32,-3.2,-6.9,,-15,76,65.2,65.5,55,-6.8,-8,-8.1,-9.4,79,51.25,47,15,104,30,101.69,100.19,99.81,97.93,99.93,98.46,98.08,96.24,24100,24100,24100,24100,2.4,2.2,2.2,2.1,21.2,0,0,0,0,0,0,0,10,06:26:00,1646819760,6.43,17:56:00,1646861160,17.93,11.5,3,3,-1,-1,-9,-9,,,,,,8,3.4,4.5,1,,,,
2022-03-08,5.1,-0.2,1.14,-2.8,,-11,99,91.7,82.5,66,4.2,-1.5,-1.2,-6.6,81,49.17,51,21,108,29,100.76,98.68,99.07,97.38,99.01,96.97,97.36,95.7,24100,11212.5,12150,200,2.5,2.3,2.3,2.1,16.9,0,0,0,0,5,1,3.2,18,06:28:00,1646733480,6.47,17:55:00,1646774700,17.92,11.45,1,1,7,7,-4,-4,,,,,,8,7.4,6,4,,,,
2022-03-07,-2.1,-3.21,-3.15,-4.2,,-11,96,94.6,94.5,93,-3,-4,-4.8,-6.7,35,22.42,21,7,48,11,101.51,100.85,101.05,100.58,99.74,99.1,99.28,98.83,24100,6983.3,12650,1200,2.7,2.4,2.5,2.3,21.1,0,0,0,0,1.4,0,1.2,16,06:30:00,1646647200,6.5,17:53:00,1646688180,17.88,11.38,2,2,-1,-1,-3,-2,,,,,,8,6.2,5,2,,,,
2022-03-06,-3.5,-5.94,-5.85,-8.2,,-18,86,61.7,65.5,45,-7.8,-12.3,-11,-14.2,47,26.5,27.5,8,69,31,102.26,102.1,101.97,101.67,100.47,100.31,100.19,99.9,24100,23095.8,14450,4800,2.4,2.3,2.3,2.2,23.9,0,0,0,0,2.2,0,3.2,11,06:32:00,1646560920,6.53,17:52:00,1646601720,17.87,11.33,3,3,-4,-4,-6,-6,,,,,,8,5.5,5,2,,,,
2022-03-05,-3.9,-7.6,-7.6,-11.3,,-21,86,74.9,71.5,57,-7.8,-11.4,-11.6,-15.4,40,27.38,24.5,9,59,27,102.16,101.96,101.95,101.73,100.36,100.17,100.15,99.95,24100,22329.2,13250,2400,2.5,2.1,2.1,1.8,25.6,0,0,0,0,0.4,0,1,17,06:34:00,1646474640,6.57,17:51:00,1646515260,17.85,11.28,1,2,-4,-4,-9,-9,,,,,,8,6.1,5.5,3,,,,
2022-03-04,-4.1,-7.07,-7.9,-11.7,,-22,96,78.7,80.5,65,-4.8,-10.3,-10.4,-16.1,46,32.12,30,14,63,29,101.91,100.82,100.8,99.68,100.12,99.06,99.03,97.95,24100,15900,12350,600,2.6,2.2,2.2,1.9,25.9,0,0,0,0,3.2,0,12.4,26,06:36:00,1646388360,6.6,17:49:00,1646428740,17.82,11.22,2,2,-7,-5,-11,-10,,,,,,8,5.6,4.5,1,,,,
2022-03-03,1.2,-1.36,-1.54,-4.3,,-9,98,82.8,83,68,0.5,-4,-3.5,-7.4,43,24.33,24,5,59,20,100.87,100.61,100.51,100.15,99.13,98.87,98.77,98.41,24100,16958.3,12350,600,2.6,2.3,2.2,1.9,19.5,0,0,0,0,8.2,0,12.2,8,06:38:00,1646302080,6.63,17:48:00,1646342280,17.8,11.17,3,3,1,2,-4,-4,,,,,,8,7.1,5,2,,,,
2022-03-02,-0.1,-5.01,-5.65,-11.2,,-21,94,76,77,60,-2.4,-8.7,-8.5,-14.6,53,29.75,34.5,16,72,17,102.42,101.89,101.6,100.78,100.62,100.11,99.83,99.03,24100,22962.5,14450,4800,2.6,2.4,2.4,2.2,23.6,0,0,0,0,1.8,0,2.2,14,06:40:00,1646215800,6.67,17:46:00,1646255760,17.77,11.1,1,2,-2,-2,-2,-2,,,,,,8,5.8,5,2,,,,
2022-03-01,-7.2,-9.9,-9.8,-12.4,,-25,85,64.8,68,51,-10.2,-15.4,-13.9,-17.6,54,37.75,39.5,25,72,30,102.16,101.27,101.06,99.95,100.36,99.49,99.28,98.21,24100,20616.7,12450,800,2.6,2.3,2.4,2.2,27.8,0,0,0,0,0,0,0,14,06:42:00,1646129520,6.7,17:45:00,1646169300,17.75,11.05,2,2,-8,-8,-11,-9,,,,,,8,3.8,4.5,1,,,,
2022-02-28,-1.1,-4.35,-5.55,-10,,-14,93,78.5,71,49,-3,-7.7,-7.4,-11.8,36,19.12,18.5,1,58,30,99.98,99.43,99.59,99.2,98.24,97.7,97.86,97.47,24100,17858.3,12450,800,2.8,2.5,2.5,2.3,23.6,0,0,0,0,9.2,0,10,15,06:44:00,1646043240,6.73,17:43:00,1646082780,17.72,10.98,2,2,-3,-2,-12,-12,,,,,,8,5.5,4.5,1,,,,
2022-02-27,-2.4,-6.7,-7.55,-12.7,,-20,85,73.3,71.5,58,-7.3,-10.8,-11.4,-15.5,38,23.33,24.5,11,55,24,101.29,100.82,100.66,100.03,99.51,99.05,98.9,98.29,24100,24100,24100,24100,2.5,2.3,2.3,2.1,25.6,0,0,0,0,0,0,0,13,06:46:00,1645956960,6.77,17:42:00,1645996320,17.7,10.93,1,2,-3,-3,-5,-5,,,,,,8,6.5,5.5,3,,,,
2022-02-26,-7.8,-8.81,-9.6,-11.4,,-20,91,74.9,73.5,56,-9.1,-12.6,-12.3,-15.6,33,22.46,18,3,46,4,101.24,100.97,100.91,100.59,99.46,99.2,99.14,98.83,24100,16216.7,12450,800,2.4,2.2,2.2,2.1,27.6,0,0,0,0,3.8,0,13.8,11,06:48:00,1645870680,6.8,17:40:00,1645909800,17.67,10.87,2,2,-8,-6,-11,-11,,,,,,8,5.5,5,2,,,,
2022-02-25,-4.2,-6.8,-6.5,-8.8,,-19,81,58.7,59.5,38,-9.7,-13.9,-13.8,-17.8,48,31.54,28.5,9,64,30,102.17,101.89,101.7,101.24,100.38,100.11,99.92,99.47,24100,24100,24100,24100,2.3,2,2,1.7,24.5,0,0,0,0,0.2,0,0.4,0,06:49:00,1645784340,6.82,17:39:00,1645823340,17.65,10.83,2,2,-6,-5,-8,-8,,,,,,8,5.7,5.5,3,,,,
2022-02-24,8.3,-0.7,0.1,-8.1,,-18,95,78.2,76,57,8,-4.2,-2.4,-12.8,75,48.58,50,25,99,28,101.56,100.04,100.28,99,99.79,98.32,98.55,97.31,24100,22166.7,18500,12900,1.9,1.9,1.8,1.8,17.9,0,0,0,0,3.5,1.1,0.8,0,06:51:00,1645698060,6.85,17:37:00,1645736820,17.62,10.77,2,2,-2,2,-10,3,,,,,,8,6.1,5,2,,,,
2022-02-23,9.2,1.77,1.84,-5.5,,-13,99,89.8,85,71,7.4,0.3,-1.6,-10.5,59,41.71,34.5,10,92,20,104.11,102.12,102.04,99.97,102.3,100.35,100.28,98.26,24100,18716.7,12250,400,2.5,2.2,2.2,1.9,16.2,0,0,0,0,7.2,7.2,0,0,06:53:00,1645611780,6.88,17:35:00,1645650300,17.58,10.7,1,1,7,7,7,7,,,,,,8,7.3,6.5,5,,,,
2022-02-22,-1.1,-3.88,-4.55,-8,,-12,80,57.2,59,38,-2.8,-11.4,-9.7,-16.6,39,20.12,22,5,53,30,104.26,103.76,103.54,102.82,102.44,101.96,101.75,101.05,24100,24100,24100,24100,2.7,2.4,2.5,2.2,22.6,0,0,0,0,0,0,0,0,06:55:00,1645525500,6.92,17:34:00,1645563840,17.57,10.65,2,2,-5,-5,-9,-9,,,,,,7,4.2,4,1,,,,
2022-02-21,1.6,-1.41,-2.45,-6.5,,-12,86,77.1,76,66,-0.7,-4.9,-5.5,-10.2,50,32.58,30.5,11,69,23,102.72,102.32,102.35,101.98,100.95,100.54,100.57,100.2,24100,19895.8,15250,6400,2.7,2.3,2.3,1.9,20.4,0,0,0,0,0,0,0,1,06:57:00,1645439220,6.95,17:32:00,1645477320,17.53,10.58,2,2,2,2,-4,-2,,,,,,8,6.5,5.5,3,,,,
2022-02-20,-2.8,-4.11,-4.75,-6.7,,-12,96,77.9,79,62,-4.5,-7.5,-7.7,-10.9,29,16.96,17,5,51,35,101.89,100.98,101.08,100.27,100.12,99.23,99.33,98.53,24100,21625,13650,3200,2.3,2.2,2.2,2.1,22.8,0,0,0,0,1.2,0.8,1.8,0,06:58:00,1645352880,6.97,17:31:00,1645390860,17.52,10.55,1,1,-2,-2,-7,-7,,,,,,8,6.3,4.5,1,,,,
2022-02-19,2.7,-2.8,-1.85,-6.4,,-14,94,78.3,78,62,7.2,-6.1,-1.4,-10.1,50,22.88,26.5,3,72,27,101.76,100.8,100.31,98.86,99.99,99.07,98.59,97.19,24100,24100,24100,24100,2.2,2.1,2.1,2,19.9,0,0,0,0,0,0,0,0,07:00:00,1645266600,7,17:29:00,1645304340,17.48,10.48,2,2,-5,-3,-9,-8,,,,,,8,6.4,4.5,1,,,,
2022-02-18,11.9,9.04,7.3,2.7,,,93,89.2,87.5,82,10.6,7.3,7.2,3.8,78,59.75,61,44,120,23,101.28,100.21,100.03,98.78,99.55,98.5,98.33,97.11,24100,21566.7,16900,9700,2.6,2.4,2.4,2.2,10.7,0,2.3,0.3,0,10.8,10.8,0,3,07:02:00,1645180320,7.03,17:28:00,1645217880,17.47,10.43,1,1,10,12,-8,-7,,,,,,8,8,8,8,,,,
2022-02-17,6.4,-0.33,-2.09,-10.6,,-19,88,82.5,81,74,3.3,-2.9,-5.7,-14.7,73,45.92,43.5,14,102,28,103.66,102.31,102.41,101.15,101.83,100.53,100.62,99.42,24100,23233.3,18500,12900,2.7,2.5,2.5,2.3,20.1,0,0,0,0,0.4,0.4,0,33,07:04:00,1645094040,7.07,17:26:00,1645131360,17.43,10.37,1,1,5,5,5,5,,,,,,8,7.3,5.5,3,,,,
2022-02-16,-9.8,-11.22,-11.5,-13.2,,-24,73,67.5,67,61,-14.7,-16.1,-16.1,-17.6,58,38.92,36,14,86,30,103.67,102.81,102.79,101.92,101.84,101,100.98,100.12,24100,24100,24100,24100,2.4,2.2,2.2,2.1,29.5,0,0,0,0,0,0,0,43,07:05:00,1645007700,7.08,17:25:00,1645044900,17.42,10.33,1,2,-10,-10,-12,-12,,,,,,6,2.4,3.5,1,,,,
2022-02-15,-4.6,-8.16,-8.1,-11.6,,-22,94,82.4,81.5,69,-5.9,-10.7,-10.7,-15.4,41,27.46,29,17,55,34,101.84,100.67,100.65,99.46,100.05,98.92,98.89,97.73,24100,10778.3,12450,800,,,,,26.1,0,0,0,0,5.6,0,8.4,41,07:07:00,1644921420,7.12,17:23:00,1644958380,17.38,10.27,1,1,-10,-9,-11,-11,,,,,,8,5.7,5,2,,,,
2022-02-14,-3.7,-4.54,-4.59,-5.5,,-15,96,93.9,92,88,-4.2,-5.4,-5.3,-6.4,45,32.83,29.5,14,63,8,101.72,100.54,100.57,99.42,99.97,98.79,98.83,97.69,24100,3258.3,12250,400,,,,,22.6,0,0,0,0,36.4,6.2,35.6,11,07:09:00,1644835140,7.15,17:22:00,1644871920,17.37,10.22,1,1,-4,-3,-4,-4,,,,,,8,5.7,4.5,1,,,,
2022-02-13,8.6,4.3,2.5,-3.6,,-8,98,82.7,77.5,57,7.7,1.4,1.8,-4.1,45,32.92,27.5,10,67,25,101.75,101.3,101.38,101.01,100,99.57,99.64,99.29,24100,22300,16900,9700,,,,,15.5,0,0,0,0,0.4,0,1,0,07:10:00,1644748800,7.17,17:20:00,1644785400,17.33,10.17,1,2,5,7,-3,-3,,,,,,8,7.7,7.5,7,,,,
2022-02-12,8,3.05,3.15,-1.7,,-8,93,78.5,77.5,62,3.1,-0.5,-0.4,-4,44,25.71,29.5,15,67,21,102.57,102.14,102.04,101.52,100.8,100.39,100.3,99.79,24100,24100,24100,24100,2.3,2.1,2.1,1.9,14.8,0,0,0,0,0.4,0.4,0,0,07:12:00,1644662520,7.2,17:18:00,1644698880,17.3,10.1,1,1,6,6,6,6,,,,,,8,6,5,2,,,,
